Date,Current Ratio,Quick Ratio,Current Assets,Long-term debt to equity ratio,Share Holder Equity,Debt to Equity Ratio,Percentage of net profit to sale,Percentage of operating profit to sale,Percentage of Gross profit to sale,ROA,ROE,EPS,P/E,P/S,Stock book value,Stock Price,ROI,MarketReturn,Company,RealReturn,Risk
2014-09-30,1.75,1.56,14177,7267.0,15201,0.4781,0.1692,0.2061,0.7361,0.0782,0.1772,0.43,39.73,5.01,5.26,47.68,0.145,1972.2900390625,BMY,0.3035825000000001,0.4596194077712536
2014-06-30,1.8,1.59,14062,7372.0,15379,0.4794,0.1659,0.1925,0.7281,0.0755,0.1767,0.2,25.02,4.23,4.43,40.79,0.1385,1960.22998046875,BMY,0.30392405,0.4808326112068521
2014-03-31,1.86,1.64,14014,7367.0,15531,0.4743,0.1767,0.1957,0.7236,0.0797,0.1932,0.56,23.69,3.94,4.12,38.37,0.1453,1872.3399658203125,BMY,0.30025908999999995,0.7071067811865476
2013-12-31,1.52,1.4,18916,7981.0,15236,0.5238,0.1564,0.1764,0.7181,0.0695,0.1767,0.43,23.45,4.15,4.33,40.81,0.1353,1848.3599853515625,BMY,0.27482837000000004,0.8768124086713204
2013-09-30,1.28,1.09,10627,6532.0,14714,0.4439,0.1711,0.1571,0.726,0.0762,0.1957,0.42,26.94,4.23,4.5,41.75,0.1229,1681.550048828125,BMY,0.24866480000000002,0.7707463914933355
2013-06-30,1.26,1.04,10486,6442.0,14373,0.4482,0.0859,0.1448,0.7322,0.0377,0.0977,0.32,21.46,3.7,3.99,35.84,0.112,1606.280029296875,BMY,0.26490000000000014,1.8031222920256966
2013-03-31,1.2,0.99,10076,6522.0,13699,0.4761,0.0905,0.1739,0.7303,0.042,0.1029,0.37,41.88,3.62,3.91,34.34,0.1375,1569.18994140625,BMY,0.36545499999999986,4.447701653663382
2012-12-31,1.15,0.95,9521,6568.0,13638,0.4816,0.1112,0.2366,0.7384,0.0576,0.1315,0.57,35.66,3.25,3.75,31.38,0.2004,1426.18994140625,BMY,0.5065019999999998,3.86080302527855
2012-09-30,1.13,0.93,9278,6608.0,13900,0.4754,0.0998,0.2846,0.7404,0.0567,0.122,-0.43,21.36,2.36,2.94,24.57,0.255,1440.6700439453125,BMY,0.6400339999999998,3.6628131265463186
2012-06-30,1.58,1.36,11013,5209.0,15812,0.3294,0.1739,0.3206,0.7403,0.1104,0.2214,0.38,23.11,2.27,2.98,25.19,0.3068,1362.1600341796875,BMY,0.74862908,2.213244225113893
2012-03-31,1.63,1.43,11765,5270.0,16246,0.3244,0.1777,0.3388,0.7413,0.1182,0.2361,0.64,12.77,2.22,2.81,26.57,0.3381,1408.469970703125,BMY,0.7737853600000002,0.8838834764831844
2011-12-31,1.97,1.79,15318,5376.0,15867,0.3388,0.1742,0.3286,0.7365,0.116,0.2301,0.51,11.12,1.97,2.56,24.7,0.3256,1257.5999755859375,BMY,0.75085248,0.3394112549695456
2011-09-30,2.03,1.85,14869,5437.0,16436,0.3308,0.1589,0.3281,0.7299,0.1056,0.2072,0.56,11.88,2.06,2.71,25.53,0.3208,1131.4200439453125,BMY,0.7307763199999999,0.7353910524340088
2011-06-30,1.99,1.79,14775,5332.0,16145,0.3303,0.1623,0.3277,0.7289,0.1052,0.208,0.52,11.66,1.85,2.31,22.51,0.3104,1320.6400146484375,BMY,0.70116128,0.8626702730475871
2011-03-31,1.97,1.77,13296,5276.0,15901,0.3318,0.1692,0.3268,0.7301,0.1067,0.2116,0.57,10.82,1.76,2.19,20.77,0.2982,1325.8299560546875,BMY,0.66286438,1.2232947314527276
2010-12-31,1.97,1.79,13273,5328.0,15638,0.3407,0.1586,0.3116,0.7292,0.0991,0.1984,0.28,9.71,1.64,2.0,18.74,0.2809,1257.6400146484375,BMY,0.6207227699999998,1.1030865786510158
2010-09-30,2.29,2.07,14376,6479.0,15857,0.4086,0.5476,0.2953,0.7271,0.3409,0.6917,0.55,10.23,1.62,1.99,18.31,0.2653,1141.199951171875,BMY,0.60136368,0.02121320343559723
2010-06-30,2.2,1.98,12983,6248.0,15574,0.4012,0.5487,0.2901,0.725,0.344,0.71,0.53,3.37,1.72,2.02,18.75,0.2656,1030.7099609375,BMY,0.6016168000000002,0.0070710678118640685
2022-03-31,2.13,1.73,62568,32788.0,103136,0.3179,0.3168,0.2587,0.5432,0.1476,0.2634,1.98,6.75,2.14,1.61,40.61,0.1585,4530.41015625,INTC,0.3445551000000002,0.14849242404917432
2021-12-31,2.13,1.74,58558,33510.0,95391,0.3513,0.2514,0.2462,0.5545,0.1239,0.2267,1.13,8.17,2.59,1.95,49.16,0.1606,4766.18017578125,INTC,0.36138380000000003,0.8768124086713178
2021-09-30,2.07,1.74,61304,35610.0,90087,0.3953,0.2689,0.2593,0.5627,0.1348,0.2511,1.67,10.43,2.62,2.16,50.7,0.173,4307.5400390625,INTC,0.38085560000000007,0.2969848480983512
2021-06-30,1.99,1.63,49372,31714.0,85207,0.3722,0.2391,0.26,0.5559,0.123,0.2315,1.24,10.11,2.74,2.35,52.09,0.1772,4297.5,INTC,0.3868593199999999,0.06363961030679169
2021-03-31,1.9,1.54,45773,33237.0,79807,0.4165,0.2393,0.2617,0.5462,0.1237,0.2344,0.82,12.12,2.92,2.6,54.53,0.1781,3972.889892578125,INTC,0.4225557499999999,2.078893936688448
2020-12-31,1.91,1.57,47249,33897.0,81038,0.4183,0.2684,0.3041,0.5601,0.1397,0.2663,1.42,13.89,3.34,3.13,61.79,0.2075,3756.070068359375,INTC,0.4748405,0.9828784258493014
2020-09-30,1.66,1.24,36785,36059.0,74554,0.4837,0.281,0.3149,0.5652,0.1508,0.2828,1.02,9.68,2.62,2.4,47.82,0.2214,3363.0,INTC,0.51539098,1.3647160876900366
2020-06-30,1.98,1.58,44390,36093.0,82010,0.4401,0.2997,0.329,0.5788,0.1659,0.3052,1.19,9.68,2.73,2.71,49.34,0.2407,3100.2900390625,INTC,0.5394605599999998,0.0070710678118640685
2020-03-31,1.74,1.35,41501,36455.0,76354,0.4774,0.3002,0.3288,0.5951,0.1657,0.3001,1.31,10.43,3.14,2.94,56.63,0.2408,2584.590087890625,INTC,0.5140241599999997,1.4566399692442868
2019-12-31,1.4,1.01,31239,25308.0,77504,0.3265,0.2925,0.3062,0.5856,0.1587,0.2803,1.57,9.87,2.98,2.82,50.94,0.2202,3230.780029296875,INTC,0.48400723999999995,0.282842712474618
2019-09-30,1.2,0.85,29957,23707.0,74242,0.3193,0.2746,0.3048,0.5892,0.1482,0.2601,1.35,11.88,3.5,3.1,56.06,0.2162,2976.739990234375,INTC,0.49130443999999995,0.7071067811865476
2019-06-30,1.48,1.04,29239,25089.0,74947,0.3348,0.2805,0.3177,0.6046,0.1529,0.2681,0.92,11.27,3.1,2.81,48.0,0.2262,2941.760009765625,INTC,0.51570582,0.700035713374681
2019-03-31,1.54,1.13,29060,25737.0,73661,0.3494,0.2904,0.3249,0.6083,0.1608,0.284,0.87,10.33,2.9,2.62,44.3,0.2361,2834.39990234375,INTC,0.53511259,0.4101219330881989
2018-12-31,1.73,1.3,28787,25098.0,74563,0.3366,0.2972,0.3291,0.6173,0.1649,0.2942,1.12,11.17,3.25,3.0,49.39,0.2419,2506.85009765625,INTC,0.5363544900000001,0.3394112549695431
2018-09-30,1.51,1.13,29590,24823.0,71483,0.3473,0.2191,0.3253,0.6252,0.1199,0.2162,1.38,9.57,2.86,2.6,42.89,0.2371,2913.97998046875,INTC,0.50023117,1.7253405460951767
2018-06-30,1.57,1.15,27603,24632.0,70047,0.3516,0.2006,0.3068,0.6189,0.1053,0.1897,1.05,13.38,2.95,2.74,42.95,0.2127,2718.3701171875,INTC,0.4513593599999999,1.1242997820866105
2018-03-31,1.59,1.23,31630,24770.0,70165,0.353,0.1732,0.295,0.6195,0.0885,0.1592,0.93,16.2,3.25,2.95,44.87,0.1968,2640.8701171875,INTC,0.42634624,0.3535533905932738
2017-12-31,1.69,1.29,29500,25037.0,69019,0.3628,0.153,0.2876,0.623,0.0787,0.1394,-0.14,20.32,3.52,3.1,46.75,0.1918,2673.610107421875,INTC,0.41645429999999983,0.23334523779155947
2017-09-30,1.6,1.27,33154,27498.0,70936,0.3876,0.2231,0.2803,0.6196,0.1159,0.2032,0.94,20.79,3.18,2.79,41.16,0.1885,2519.360107421875,INTC,0.41051179999999987,0.12020815280171429
2017-06-30,2.16,1.83,40617,27855.0,68625,0.4059,0.206,0.271,0.622,0.1098,0.192,0.58,11.8,2.64,2.23,33.76,0.1868,2423.409912109375,INTC,0.3810791600000001,1.6334166645409238
2017-03-31,1.69,1.42,36058,20678.0,66844,0.3093,0.1857,0.2347,0.6161,0.0996,0.1745,0.61,11.37,2.34,2.03,29.69,0.1637,2362.719970703125,INTC,0.34221157999999985,0.7283199846221434
2016-12-31,1.75,1.48,35508,20649.0,66226,0.3118,0.1737,0.2211,0.6101,0.0936,0.1638,0.74,13.7,2.54,2.22,31.51,0.1534,2238.830078125,INTC,0.32675602000000015,0.21920310216783134
2016-09-30,1.8,1.52,36216,24043.0,63115,0.3809,0.179,0.2183,0.6159,0.0967,0.1681,0.69,14.91,2.58,2.25,31.46,0.1503,2168.27001953125,INTC,0.3246854800000001,0.09192388155425299
2016-06-30,1.67,1.36,31188,24053.0,61367,0.392,0.1784,0.2186,0.6148,0.0973,0.1678,0.27,15.33,2.74,2.44,32.49,0.1516,2098.860107421875,INTC,0.35831219999999986,1.9728279195104657
2016-03-31,1.56,1.24,27397,21775.0,61174,0.356,0.2039,0.248,0.6233,0.1159,0.1936,0.42,13.54,2.41,2.16,28.02,0.1795,2059.739990234375,INTC,0.4033690999999999,0.7283199846221448
2015-12-31,2.45,2.12,38320,20036.0,61085,0.328,0.2063,0.2529,0.6265,0.1202,0.1979,0.73,11.66,2.38,2.11,27.39,0.1898,2043.93994140625,INTC,0.42871184000000007,0.7778174593052033
2015-09-30,2.4,2.07,36205,20059.0,57097,0.3513,0.2079,0.2566,0.6292,0.1238,0.2034,0.64,12.36,2.56,2.24,28.92,0.2008,1920.030029296875,INTC,0.4560900800000003,0.8343860018001259
2015-06-30,1.97,1.62,26710,12116.0,57695,0.21,0.2113,0.2625,0.6345,0.1288,0.208,0.55,10.73,2.25,2.08,25.1,0.2126,2063.110107421875,INTC,0.48458618,0.8273149339882593
2015-03-31,1.76,1.47,26466,12112.0,54924,0.2205,0.2105,0.2765,0.6393,0.1293,0.2081,0.41,10.65,2.27,2.07,25.14,0.2243,2067.889892578125,INTC,0.49291142,0.34648232278140717
2014-12-31,1.73,1.47,27730,12059.0,55865,0.2159,0.2095,0.2747,0.6374,0.1278,0.2042,0.72,10.87,2.31,2.22,25.66,0.2194,2058.89990234375,INTC,0.46815760000000006,1.0889444430272852
2014-09-30,1.85,1.57,27509,12103.0,56073,0.2158,0.194,0.2627,0.6285,0.1164,0.1842,0.66,12.69,2.69,2.51,29.57,0.204,1972.2900390625,INTC,0.43167639999999996,1.0535891039679548
2014-06-30,2.37,2.05,29006,13180.0,59247,0.2225,0.1911,0.2487,0.6217,0.1124,0.1784,0.55,13.42,2.61,2.44,28.19,0.1891,1960.22998046875,INTC,0.39909506000000006,0.8838834764831844
2014-03-31,2.26,1.98,30554,13172.0,58038,0.227,0.1797,0.2322,0.6063,0.1055,0.1685,0.38,12.3,2.35,2.07,24.84,0.1766,1872.3399658203125,INTC,0.3897999200000002,0.3252691193458125
2013-12-31,2.37,2.06,32084,13165.0,58256,0.226,0.1825,0.2332,0.598,0.1094,0.1759,0.52,11.06,1.99,1.76,20.58,0.1812,1848.3599853515625,INTC,0.39393411999999994,0.07778174593051983
2013-09-30,2.26,1.93,31350,13157.0,55452,0.2373,0.1808,0.2273,0.5877,0.1101,0.1788,0.58,10.9,1.98,1.75,20.49,0.1801,1681.550048828125,INTC,0.4092754199999997,0.9970205614730321
2013-06-30,2.55,2.15,29048,13150.0,53840,0.2442,0.1813,0.2338,0.5899,0.1158,0.1846,0.39,9.69,1.75,1.61,17.93,0.1942,1606.280029296875,INTC,0.45883472000000003,1.937472580451139
2013-03-31,2.43,2.06,28677,13143.0,51194,0.2567,0.1945,0.2518,0.6027,0.1313,0.2058,0.4,10.15,1.84,1.74,18.77,0.2216,1569.18994140625,INTC,0.53200856,2.2980970388562794
2012-12-31,2.43,2.06,31358,13136.0,51203,0.2565,0.2063,0.2744,0.6215,0.1453,0.2246,0.48,8.38,1.63,1.62,16.76,0.2541,1426.18994140625,INTC,0.6223037600000001,2.7930717856868648
2012-09-30,1.93,1.48,23014,7100.0,49269,0.1441,0.2213,0.2992,0.6379,0.1643,0.2495,0.58,7.35,1.52,1.51,15.66,0.2936,1440.6700439453125,INTC,0.7016014399999999,1.5414927829866734
2012-06-30,2.45,1.98,25785,7093.0,48779,0.1454,0.2273,0.3122,0.638,0.1734,0.2643,0.54,7.44,1.66,1.72,17.03,0.3154,1362.1600341796875,INTC,0.7429049999999997,0.6788225099390838
2012-03-31,2.13,1.75,25421,7088.0,46760,0.1516,0.2316,0.3169,0.6315,0.1791,0.2671,0.53,8.42,1.93,2.04,19.86,0.325,1408.469970703125,INTC,0.7736449999999999,0.9616652224137042
2011-12-31,2.15,1.81,25872,7084.0,45911,0.1543,0.2397,0.3237,0.6251,0.1894,0.2752,0.64,8.81,2.06,2.23,20.8,0.3386,1257.5999755859375,INTC,0.7802041400000002,0.6151828996322946
2011-09-30,2.24,1.91,26698,7076.0,46117,0.1534,0.2475,0.3277,0.6246,0.1924,0.2664,0.65,7.45,1.79,1.94,17.8,0.3299,1131.4200439453125,INTC,0.75892574,0.5161879502661825
2011-06-30,2.23,1.84,23102,2090.0,48723,0.0429,0.2529,0.3355,0.63,0.1918,0.2536,0.54,6.63,1.66,1.72,15.53,0.3226,1320.6400146484375,INTC,0.7566773200000001,0.3959797974644682
2011-03-31,1.97,1.62,22795,2083.0,47349,0.044,0.2638,0.353,0.6464,0.1973,0.256,0.56,7.23,1.85,1.73,15.97,0.3282,1325.8299560546875,INTC,0.7548178400000001,0.4949747468305853
2010-12-31,3.39,2.99,31611,2077.0,49430,0.042,0.2628,0.3573,0.6531,0.1933,0.2467,0.55,6.62,1.77,1.63,14.43,0.3212,1257.6400146484375,INTC,0.7199381600000001,1.3717871555019006
2010-09-30,3.34,2.95,29499,2073.0,47696,0.0435,0.2472,0.3291,0.6534,0.1861,0.2373,0.52,7.28,1.95,1.66,14.92,0.3018,1141.199951171875,INTC,0.66799634,1.449568901432423
2010-06-30,3.33,2.91,26464,2058.0,45841,0.0449,0.2308,0.3048,0.634,0.1741,0.2234,0.51,7.27,1.8,1.58,13.51,0.2813,1030.7099609375,INTC,0.5376881299999998,5.741707063234764
2022-06-30,0.81,0.0,1276458.0,153337.0,181689.0,0.844,0.2103,0.2956,0.9477,0.0085,0.0888,0.74,12.62,2.19,0.9,43.28,0.0677,3785.3798828125,WFC,0.15172799000000015,0.7778174593052033
2022-03-31,0.8,0.0,1295239.0,160689.0,190110.0,0.8452,0.2389,0.3424,0.9552,0.01,0.1026,0.88,11.42,1.98,1.01,48.19,0.0787,4530.41015625,WFC,0.16467238999999978,0.07071067811865324
2021-12-31,0.82,0.0,1303558.0,162982.0,191071.0,0.853,0.2458,0.3506,0.9525,0.0104,0.1062,1.38,10.02,2.41,0.97,47.5,0.0797,4766.18017578125,WFC,0.15419929999999993,0.7566042558696048
2021-09-30,0.82,0.0,1289795.0,179656.0,193127.0,0.9302,0.2201,0.3194,0.9474,0.0091,0.0938,1.17,9.54,2.38,0.96,45.76,0.069,4307.5400390625,WFC,0.13260549999999993,0.6717514421272209
2021-06-30,0.83,0.0,1319097.0,183312.0,188348.0,0.9733,0.1944,0.2802,0.9418,0.0082,0.0849,1.38,10.79,2.34,0.95,44.47,0.0595,4297.5,WFC,0.08355064999999984,2.6021529547664946
2021-03-31,0.84,0.0,1310884.0,212950.0,185712.0,1.1467,0.0742,0.1106,0.9284,0.0031,0.0326,1.02,12.74,2.25,0.84,38.28,0.0227,3972.889892578125,WFC,0.03272246000000001,0.9121677477306463
2020-12-31,0.85,0.0,1314950.0,215711.0,182032.0,1.185,0.0217,0.0487,0.9032,0.0009,0.0098,0.73,26.4,1.96,0.66,29.48,0.0098,3756.070068359375,WFC,0.019393100000000052,0.021213203435596444
2020-09-30,0.87,0.0,1366394.0,230921.0,180122.0,1.282,0.017,0.0444,0.8733,0.0008,0.0081,0.7,71.9,1.48,0.52,22.86,0.0095,3363.0,WFC,0.02393584999999998,0.33941125496954283
2020-06-30,0.88,0.0,1339957.0,237342.0,183330.0,1.2946,0.0279,0.0636,0.845,0.0013,0.0141,-1.01,61.79,1.09,0.57,24.79,0.0143,3100.2900390625,WFC,0.06055208000000012,2.213244225113894
2020-03-31,0.87,0.0,1300156.0,228191.0,187984.0,1.2139,0.1257,0.1933,0.8252,0.0065,0.066,0.01,28.5,1.13,0.61,27.24,0.0456,2584.590087890625,WFC,0.10791776000000008,0.9899494936611661
2019-12-31,0.87,0.0,1303075.0,230651.0,194416.0,1.1864,0.1713,0.2423,0.8216,0.0094,0.0927,0.67,9.63,1.18,1.11,50.53,0.0596,3230.780029296875,WFC,0.12328196000000013,0.03535533905932725
2019-09-30,0.86,0.0,1311119.0,241476.0,200037.0,1.2072,0.2011,0.2475,0.8214,0.011,0.1068,0.92,12.57,2.14,1.03,46.93,0.0601,2976.739990234375,WFC,0.12762837000000005,0.254558441227158
2019-06-30,0.89,0.0,1272350.0,236339.0,198733.0,1.1892,0.217,0.2645,0.8299,0.0119,0.1132,1.3,10.14,2.04,0.96,43.55,0.0637,2941.760009765625,WFC,0.13081947000000005,0.0424264068711932
2019-03-31,0.88,0.0,1283985.0,229044.0,197066.0,1.1623,0.2098,0.2632,0.8413,0.0114,0.1071,1.2,9.0,1.96,1.0,44.05,0.0631,2834.39990234375,WFC,0.12986267999999979,0.02121320343559723
2018-12-31,0.88,0.0,1261451.0,221323.0,199679.0,1.1084,0.2047,0.2651,0.855,0.0109,0.1023,1.21,9.75,2.06,0.97,41.62,0.0628,2506.85009765625,WFC,0.1274182399999999,0.141421356237309
2018-09-30,0.87,0.0,1268224.0,219284.0,206069.0,1.0641,0.2062,0.2589,0.8704,0.0109,0.1011,1.13,9.37,2.01,1.11,47.1,0.0608,2913.97998046875,WFC,0.12232639999999995,0.19798989873223286
2018-06-30,0.88,0.0,1294271.0,227302.0,205910.0,1.1039,0.1955,0.254,0.8808,0.0101,0.0938,0.98,10.73,2.3,1.16,49.31,0.058,2718.3701171875,WFC,0.12116260000000012,0.12020815280171303
2018-03-31,0.88,0.0,1320563.0,225020.0,208079.0,1.0814,0.2033,0.2658,0.8928,0.0104,0.097,0.96,12.03,2.47,1.1,46.27,0.0597,2640.8701171875,WFC,0.12476558000000004,0.12020815280171303
2017-12-31,0.88,0.0,1341676.0,238893.0,206824.0,1.1551,0.2103,0.2801,0.9043,0.0106,0.0998,1.16,11.04,2.34,1.25,53.24,0.0614,2673.610107421875,WFC,0.13272607999999986,0.410121933088197
2017-09-30,0.91,0.0,1339874.0,238869.0,206145.0,1.1587,0.2045,0.3151,0.9131,0.0102,0.0965,0.83,13.08,2.74,1.15,48.07,0.0672,2519.360107421875,WFC,0.14190400000000003,0.1979898987322341
2017-06-30,0.91,0.0,1374083.0,256468.0,202489.0,1.2666,0.2173,0.3324,0.9237,0.0107,0.1023,1.08,12.42,2.52,1.16,47.94,0.07,2423.409912109375,WFC,0.1450070000000001,0.0070710678118646965
2017-03-31,0.93,0.0,1343738.0,255077.0,200497.0,1.2722,0.2164,0.3364,0.9315,0.0106,0.1014,1.03,11.81,2.54,1.18,47.83,0.0701,2362.719970703125,WFC,0.14704019000000024,0.127279220613579
2016-12-31,0.92,0.0,1380907.0,254835.0,203958.0,1.2494,0.2163,0.3411,0.9373,0.0107,0.1012,0.96,11.96,2.57,1.18,47.04,0.0719,2238.830078125,WFC,0.15315002000000022,0.27577164466275395
2016-09-30,0.93,0.0,1365664.0,243927.0,202661.0,1.2036,0.2212,0.3496,0.9433,0.0111,0.1036,1.03,11.79,2.55,0.92,37.48,0.0758,2168.27001953125,WFC,0.16272463999999998,0.3535533905932731
2016-06-30,0.95,0.0,1346747.0,227888.0,198504.0,1.148,0.2258,0.359,0.9486,0.0115,0.106,1.01,9.23,2.06,0.99,39.74,0.0808,2098.860107421875,WFC,0.17320839999999982,0.33234018715767777
2016-03-31,0.95,0.0,1278952.0,199536.0,193891.0,1.0291,0.2311,0.3677,0.9528,0.0119,0.1086,0.99,9.74,2.22,1.03,40.3,0.0855,2059.739990234375,WFC,0.18178384999999997,0.2262741699796954
2015-12-31,0.93,0.0,1259944.0,185274.0,194043.0,0.9548,0.2385,0.3737,0.9558,0.0123,0.1117,1.0,9.83,2.29,1.18,44.94,0.0887,2043.93994140625,WFC,0.18733621999999994,0.1343502884254437
2015-09-30,0.92,0.0,1234943.0,179751.0,190676.0,0.9427,0.241,0.3762,0.9563,0.0126,0.114,1.05,10.83,2.6,1.11,42.16,0.0906,1920.030029296875,WFC,0.18962648000000004,0.014142135623730649
2015-06-30,0.92,0.0,1263730.0,183292.0,189964.0,0.9649,0.2423,0.3769,0.9556,0.0127,0.1154,1.03,10.18,2.46,1.24,45.88,0.0908,2063.110107421875,WFC,0.19158991999999997,0.1131370849898477
2015-03-31,0.93,0.0,1226745.0,183943.0,185262.0,0.9929,0.2435,0.3789,0.955,0.013,0.1172,1.04,11.16,2.71,1.2,44.08,0.0924,2067.889892578125,WFC,0.19705192000000027,0.24041630560342606
2014-12-31,0.93,0.0,1203391.0,184586.0,182990.0,1.0087,0.2469,0.3838,0.9545,0.0135,0.1202,1.02,10.78,2.63,1.23,44.13,0.0958,2058.89990234375,WFC,0.2039554600000002,0.2050609665440982
2014-09-30,0.95,0.0,1177695.0,167878.0,181549.0,0.9247,0.2489,0.386,0.9537,0.0138,0.1225,1.02,10.76,2.66,1.18,41.48,0.0987,1972.2900390625,WFC,0.20999831000000002,0.18384776310850345
2014-06-30,0.94,0.0,1135337.0,153422.0,176469.0,0.8694,0.2499,0.3858,0.9533,0.0141,0.1245,1.01,10.17,2.53,1.21,41.74,0.1013,1960.22998046875,WFC,0.21781753999999975,0.31819805153394587
2014-03-31,0.93,0.0,1121205.0,152998.0,171008.0,0.8947,0.2471,0.382,0.9526,0.0144,0.1268,1.05,10.31,2.58,1.17,39.22,0.1058,1872.3399658203125,WFC,0.22401001999999992,0.07778174593051983
2013-12-31,0.94,0.0,1083932.0,151212.0,168813.0,0.8957,0.2372,0.3705,0.9513,0.0142,0.1253,1.0,9.76,2.41,1.09,35.56,0.1069,1848.3599853515625,WFC,0.2253383,0.007071067811865324
2013-09-30,0.93,0.0,1050028.0,123375.0,163777.0,0.7533,0.2276,0.3533,0.9501,0.0141,0.1245,0.99,9.14,2.17,1.0,32.14,0.107,1681.550048828125,WFC,0.22578109999999985,0.02121320343559723
2013-06-30,0.91,0.0,1052446.0,126191.0,163395.0,0.7723,0.2185,0.3408,0.948,0.0139,0.1232,0.98,8.46,1.93,1.03,31.88,0.1073,1606.280029296875,WFC,0.22201627999999984,0.26162950903902327
2013-03-31,0.92,0.0,1046428.0,127379.0,158911.0,0.8016,0.2086,0.325,0.9455,0.0136,0.1205,0.92,8.64,1.89,0.92,28.35,0.1036,1569.18994140625,WFC,0.21539467999999995,0.16263455967290497
2012-12-31,0.92,0.0,993900.0,130801.0,156059.0,0.8382,0.1973,0.312,0.9434,0.0132,0.1178,0.91,8.03,1.68,0.86,26.01,0.1013,1426.18994140625,WFC,0.21021856999999988,0.16970562748477155
2012-09-30,0.91,0.0,964059.0,124984.0,149437.0,0.8364,0.1889,0.3028,0.9398,0.0127,0.1147,0.88,7.74,1.53,0.88,26.1,0.0989,1440.6700439453125,WFC,0.2034053899999999,0.2687005768508886
2012-06-30,0.91,0.0,958915.0,129752.0,146849.0,0.8836,0.1816,0.2915,0.9347,0.0122,0.1119,0.82,8.21,1.55,0.89,25.11,0.0951,1362.1600341796875,WFC,0.19464459,0.2969848480983499
2012-03-31,0.91,0.0,941575.0,125354.0,141687.0,0.8847,0.175,0.2817,0.93,0.0119,0.1094,0.75,8.32,1.51,0.92,25.47,0.0909,1408.469970703125,WFC,0.18439013000000015,0.3676955262170044
2011-12-31,0.9,0.0,949418.0,133214.0,139244.0,0.9567,0.1715,0.2701,0.9241,0.0117,0.1085,0.73,8.78,1.53,0.76,20.42,0.0857,1257.5999755859375,WFC,0.17385884000000007,0.31819805153394715
2011-09-30,0.92,0.0,931029.0,142872.0,137916.0,1.0359,0.1616,0.256,0.9205,0.0113,0.1064,0.72,7.24,1.24,0.67,17.79,0.0812,1131.4200439453125,WFC,0.16412804000000003,0.31819805153394526
2011-06-30,0.95,0.0,931630.0,148603.0,134943.0,1.1012,0.1511,0.2408,0.9176,0.011,0.104,0.7,6.59,1.06,0.79,20.6,0.0767,1320.6400146484375,WFC,0.15217667,0.4666904755831221
2011-03-31,0.97,0.0,935393.0,156983.0,127889.0,1.2275,0.1396,0.2219,0.9153,0.0104,0.1007,0.67,7.99,1.21,0.91,23.19,0.0701,1325.8299560546875,WFC,0.13805135000000002,0.4666904755831215
2010-12-31,0.96,0.0,898735.0,163143.0,125165.0,1.3034,0.1247,0.2038,0.9138,0.0094,0.0945,0.61,9.54,1.33,0.93,22.57,0.0635,1257.6400146484375,WFC,0.12497029999999998,0.40305086527633227
2010-09-30,0.96,0.0,922862.0,185072.0,121398.0,1.5245,0.0928,0.1879,0.9121,0.0072,0.0734,0.6,10.21,1.27,0.77,18.26,0.0578,1141.199951171875,WFC,0.11470964000000006,0.2828427124746186
2010-06-30,1.0,0.0,913705.0,199879.0,118154.0,1.6917,0.0857,0.1791,0.9112,0.0067,0.0686,0.55,10.87,0.97,0.8,18.58,0.0538,1030.7099609375,WFC,0.10880836000000005,0.11313708498984708
2022-03-31,0.93,0.89,76856,180225.0,186556,0.9661,0.1051,0.1308,0.5321,0.0309,0.0937,0.65,7.98,0.84,0.73,18.92,0.062,4530.41015625,T,0.135278,0.4949747468305834
2021-12-31,0.7,0.66,59997,152820.0,183855,0.8312,0.1177,0.1383,0.5274,0.0363,0.1092,0.71,7.4,0.78,0.67,17.54,0.069,4766.18017578125,T,0.09209040000000002,3.3516861428242355
2021-09-30,0.7,0.66,57230,155664.0,181303,0.8586,0.0054,0.042,0.5223,0.0017,0.0052,0.82,6.49,0.77,0.7,17.91,0.0216,4307.5400390625,T,0.04060175999999993,0.21213203435596445
2021-06-30,0.77,0.73,62869,155767.0,179846,0.8661,-0.0123,0.0359,0.5175,-0.004,-0.0117,0.21,160.79,0.81,0.76,19.3,0.0186,4297.5,T,0.038157120000000155,0.04242640687119289
2021-03-31,0.82,0.78,62754,160694.0,183079,0.8777,-0.0142,0.0381,0.5268,-0.0045,-0.013,1.02,0.0,0.83,0.8,20.19,0.0192,3972.889892578125,T,0.03825904000000002,0.03535533905932725
2020-12-31,0.82,0.76,52008,153775.0,179240,0.8579,-0.0313,0.0373,0.5347,-0.01,-0.0281,-1.94,0.0,0.88,0.81,20.87,0.0187,3756.070068359375,T,0.0845080199999999,3.2456201256462536
2020-09-30,0.84,0.0,49971,152980.0,195056,0.7843,0.0634,0.13,0.5387,0.0201,0.0558,0.39,0.0,0.81,0.77,19.48,0.0646,3363.0,T,0.1388026200000001,0.36062445840513846
2020-06-30,0.81,0.0,56555,153388.0,193453,0.7929,0.0679,0.1384,0.5429,0.0217,0.0606,0.17,12.48,0.79,0.69,18.97,0.0697,3100.2900390625,T,0.15613176000000006,0.7848885271170679
2020-03-31,0.76,0.0,52704,147202.0,195449,0.7531,0.0803,0.1575,0.539,0.0262,0.0732,0.63,12.12,0.82,0.73,19.76,0.0808,2584.590087890625,T,0.16639936,0.11313708498984708
